Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC3=C(C(=C4C(=C3)C(=O)C=C(O4)C5=CC=C(C=C5)OC)O)OC)CO)O)O)O,COc1ccc(-c2cc(=O)c3cc(OC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)c(OC)c(O)c3o2)cc1,sweet,sweet-like,flavor_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)C3=C4C(=CC(=C3)O)OC(=CC4=O)C5=CC(=C(C=C5)O)O)CO)O)O)O,CC1OC(OC2C(CO)OC(c3cc(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c34)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
COC(=O)CC(C)NC(=O)C(N)CC(=O)O,COC(=O)CC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
C1=C([Se]C(=C1)Br)C(=O)O,O=C(O)c1ccc(Br)[se]1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,CC(OC1OC(CO)C(O)C(O)C1O)OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)O)N,CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
C1CC(=O)N(C1=O)CC([N+](=O)[O-])[N+](=O)[O-],O=C1CCC(=O)N1CC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCP(=O)(CCCC)C(C)(C(=O)O)O,CCCCP(=O)(CCCC)C(C)(O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4C([C@H]([C@@H](C(O4)CO)O)O)O[C@H]5C([C@H]([C@@H](C(O5)CO)O)O)O)O)O,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)cc3o2)cc1O,sweet,sweet-like,flavor_db
C(=NO)(C(F)(F)F)C(F)(F)F,ON=C(C(F)(F)F)C(F)(F)F,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)OC(=O)O)CO)O)O)O)O,O=C(O)OC1C(O)C(CO)OC1(CO)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
C1CCC(C(C1)O[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)Cl,OCC1OC(OC2CCCCC2Cl)C(O)C1O,sweet,sweet,flavor_db
CC(CC(=O)O)ON,CC(CC(=O)O)ON,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1=CC=C(C=C1)C(=O)NC(CCCNC(=O)N)C(=O)O,NC(=O)NCCCC(NC(=O)c1ccccc1)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(=O)C[N+](=O)[O-],CC(=O)C[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCOC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,CCOC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,sweet,flavor_db
CC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N,Cc1ccc(C(=O)Nc2ccc(N)cc2)cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(C(=C3C(=C2)OC(=CC3=O)C4=CC=C(C=C4)OC)O)OC)O)O)O,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(C)C(O)C(O)C4O)cc3o2)cc1,sweet,sweet-like,flavor_db
C(C1C(C(C(C(O1)OCC2(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O,OCC1OC(OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
CC1(OCC[C@@H](O1)[C@@H]2[C@H]3[C@@H]([C@H](O2)O)OC(O3)(C)C)C,CC1(C)OCCC(C2OC(O)C3OC(C)(C)OC32)O1,sweet,sweet,flavor_db
CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2,CC(C)CC(NC(=O)C1CCCN1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
COC1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)O)O)O)C(=O)C5=C(O2)C(=C(C=C5)O)OC,COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)c3ccc(O)c(OC)c3oc2c1,sweet,sweet-like,flavor_db
COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)cc3o2)ccc1O,sweet,sweet-like,flavor_db
CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCc1ccc(C(CC(=O)O)NC(=O)Nc2ccc(C#N)cc2)cc1,CCc1ccc(C(CC(=O)O)NC(=O)Nc2ccc(C#N)cc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
C[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC(=C3C(=O)CC(OC3=C2)C4=CC(=C(C=C4)O)OC)O)CO)O)O,COc1cc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4C)cc3O2)ccc1O,sweet,sweet-like,flavor_db
CCCCCC(=O)OCCCCC,CCCCCOC(=O)CCCCC,sweet,"apple, pineapple, fatty, estery, sweet, fruity, pear, green",flavor_db
CCC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
C1=CC(=CC=C1C=O)C(=O)O,O=Cc1ccc(C(=O)O)cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(C(C(CO)OC(CO)OC)OC1C(C(C(C(O1)CO)OC)O)O)O,COC(CO)OC(CO)C(OC1OC(CO)C(OC)C(O)C1O)C(C)O,sweet,sweet-like,flavor_db
C1=CC=C(C(=O)C=C1)S,O=c1cccccc1S,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCOC(=O)[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2CC[C@]3([C@H]([C@]2(C)CO)CC[C@@]4([C@@H]3CC=C5[C@]4(CC[C@@]6([C@H]5C[C@](CC6=O)(C)C(=O)O)C)C)C)C)O)O)O,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C(=O)O)CC(=O)C5(C)CCC34C)C2(C)CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C(C1C(C(C(O1)(CO)OC(CO)C(C(C(CO)O)O)O)O)O)O,OCC(O)C(O)C(O)C(CO)OC1(CO)OC(CO)C(O)C1O,sweet,sweet,flavor_db
CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCC(=O)N)N,CCC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
C1=CC=C(C=C1)C[C@@H](C(=O)NCCCC(=O)O)NCC(=O)O,O=C(O)CCCNC(=O)C(Cc1ccccc1)NCC(=O)O,sweet,sweet,flavor_db
CC(=O)N[C@@H](CC1=CC=C(C=C1)[Sn](C)(C)C)C(=O)OC,COC(=O)C(Cc1ccc([Sn](C)(C)C)cc1)NC(C)=O,sweet,sweet,flavor_db
CCCCCCCC/C=C/CO,CCCCCCCCC=CCO,undefined,"floral, rose, waxy",flavor_db
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(CC(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)OC9C(C(C(C(O9)CO)O)O)O,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)CC2O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet,sweet-like,flavor_db
C(C(C(=O)O)O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(O)C(O)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants
C[C@]12CCC(C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4C(C(CC5)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C(=O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C[C@]12CC[C@](CC1C3=CCC4[C@]5(CC[C@@H]([C@](C5CC[C@]4(C3(CC2)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
ON=CC1=CC=CCC1,ON=CC1=CC=CCC1,sweet,"Sweet, Sweetness",chemtastes_db
CP(=O)(O)O,CP(=O)(O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC1[C@@H]([C@@H](C([C@@H](O1)COCC2[C@@H]([C@@H](C([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,CC1OC(COCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@@H]([C@@H]([C@@]3(C)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)O)C,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
C#CCC(=O)O,C#CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
COC1=C(C=C(C=C1)CC(C2=CC=CC=C2)C(=O)O)O,COc1ccc(CC(C(=O)O)c2ccccc2)cc1O,undefined,"Tasteless, Tastelessness",chemtastes_db
C1=CC=C(C=C1)CC(C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)N,NCCCCC(NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db
CC(CCC=C(C)C)C=O,CC(C)=CCCC(C)C=O,sweet,"lemon, peach, cantaloupe, clean, ozone, vegetable, fatty, earthy, woody, melon, nutty, wine_like, meaty, spicy, citrus, fruit, herbaceous, green, cucumber, fresh air, floral, watermelon, sweet, fruity, grapefruit",flavor_db
C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)Cl,COC1OC(CCl)C(O)C(O)C1O,undefined,"Tasteless, Tastelessness",chemtastes_db
CC(C)CC1=CC=CC=N1,CC(C)Cc1ccccn1,undefined,"strong, aromatic",flavor_db
CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)N,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)F)O)O,COC1OC(COC2OC(CO)C(O)C(O)C2O)C(F)C(O)C1O,sweet,sweet,flavor_db
COC(=O)CNC(=O)C1(CCCCC1)N[C@@H](CC2=CC=CC=C2)C(=O)OC,COC(=O)CNC(=O)C1(NC(Cc2ccccc2)C(=O)OC)CCCCC1,sweet,sweet,flavor_db
COC1=C(C=C(C=C1)CCC2=CC=CC=C2OC)O,COc1ccc(CCc2ccccc2OC)cc1O,sweet,"Sweet, Sweetness",chemtastes_db
COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(O2)C=C(C=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,COc1cc(-c2cc(=O)c3c(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)cc(O)cc3o2)cc(OC)c1O,sweet,sweet-like,flavor_db
CC=C(C)C(=O)OC(C)C(OC(=O)C(C)=CC)c1cc(OC)c2c(c1)OCO2,CC=C(C)C(=O)OC(C)C(OC(=O)C(C)=CC)c1cc(OC)c2c(c1)OCO2,bitter,bitter,phytocompounds_db
CC=C(C)C(=O)OC1C=C(C)CCC2(O)C(C(C)C)CC(=O)C12C,CC=C(C)C(=O)OC1C=C(C)CCC2(O)C(C(C)C)CC(=O)C12C,bitter,bitter,phytocompounds_db
CCC1=NC(=CN=C1C)C,CCc1nc(C)cnc1C,undefined,"roast, roasted, potato, cocoa, nutty",flavor_db
CC(C)C(=O)C1=C([C@]([C@](C1=O)(C(=O)CC=C(C)C)O)(CC=C(C)C)O)O,CC(C)=CCC(=O)C1(O)C(=O)C(C(=O)C(C)C)=C(O)C1(O)CC=C(C)C,bitter,"Bitter, Bitterness",chemtastes_db
NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cc1,NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)N,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
C1=CC(=CC=C1C(=O)O)I,O=C(O)c1ccc(I)cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(C)OCC1C(C(C(C(O1)O)O)O)O,CC(C)OCC1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db
CCCCC(=O)OCC1=CC=CO1,CCCCC(=O)OCc1ccco1,sweet,"apple, cheesy, pineapple, sweet, tropical, fruity",flavor_db
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,bitter,"Bitter, Bitterness",chemtastes_db
CCC(CC=C)C(=O)CC,C=CCC(CC)C(=O)CC,undefined,"fish, fishy",flavor_db
C[C@@]12CCC3[C@@](C1CC=C4[C@]2(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@@H]([C@@H]([C@@]3(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)O)C,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
C([C@@H]1[C@H]([C@@H]([C@@](O1)(C(O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)Cl)O)O)(Cl)Cl)O)O)O)O,OCC1OC(O)(C(Cl)(Cl)OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@](O2)(CCl)O)O)Cl)CCl)O)Cl)O)O,OCC1OC(OC2(CCl)OC(O)(CCl)C(O)C2Cl)C(O)C(Cl)C1O,sweet,sweet,flavor_db
CC(C)OC1=CC=C(C=C1)NC(=O)N,CC(C)Oc1ccc(NC(N)=O)cc1,sweet,sweet-like,flavor_db
COC1CC(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,COC1CC(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)N)N,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)CO)O)O)O)O)O)O,OCC1OC(OC2C(OC3(CO)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(=O)c(O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(=O)c(O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1,bitter,bitter; astringent,phytocompounds_db
CC(C)C1=CCC(CC1)(C)O,CC(C)C1=CCC(C)(O)CC1,undefined,"must, woody, musty, dry",flavor_db
CCCCCCCCOC(=O)C,CCCCCCCCOC(C)=O,undefined,"herbal, waxy, earthy, mushroom, green",flavor_db
CCC(C)C(=O)OCC(CO)NC(=O)C(N)CC(=O)O,CCC(C)C(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O)O)O)C,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
C1=CC=C(C(=C1)[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,O=[N+]([O-])c1ccccc1OC1OC(CO)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
CCC1=CN=C(C(=N1)C)CC,CCc1cnc(CC)c(C)n1,undefined,"hazelnut, toasted, meaty",flavor_db
COC(=O)C(CCCCNC(C)=O)NC(=O)C(N)CC(=O)O,COC(=O)C(CCCCNC(C)=O)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
C1=CC=C(C=C1)C#N,N#Cc1ccccc1,undefined,rancid,flavor_db
COC1=CC(=CC(=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H](CO4)O)O)O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OCC(O)C(O)C2O)cc(O)c1O,sweet,sweet-like,flavor_db
C=C1CCC2C(=C)C(=O)OC2C=C(C)C(O)CC1O,C=C1CCC2C(=C)C(=O)OC2C=C(C)C(O)CC1O,bitter,bitter,phytocompounds_db
CC(NC(=Nc1cccc(C#N)c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1cccc(C#N)c1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4C([C@H]([C@@H](C(O4)CO)O)O)O[C@H]5C([C@H]([C@@H](C(O5)CO)O)O)O)O,COc1cc(-c2cc(=O)c3c(O)cc(O)c(C4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c3o2)ccc1O,sweet,sweet-like,flavor_db
[11CH3]C1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,Cc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
COc1ccc(CCc2ccccc2C(C)C)cc1O,COc1ccc(CCc2ccccc2C(C)C)cc1O,undefined,"Tasteless, Tastelessness",chemtastes_db
C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)NCC(=O)O)N,NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet,sweet,flavor_db
C(C(C(C(C(C(=O)P)O)O)O)O)O,O=C(P)C(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db
C=CCOC1=NS(=O)(=O)C2=CC=CC=C21,C=CCOC1=NS(=O)(=O)c2ccccc21,sweet,sweet,flavor_db
CCCCCCCCCCCCC([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,CCCCCCCCCCCCC(O)C1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db
C(CBr)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,OCC1OC(OC2C(OCCBr)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
CCCO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O,CCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db
COC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(CC2=CC=CC=C2)C(=O)OC,COC(=O)CNC(=O)C(Cc1ccccc1)NC(Cc1ccccc1)C(=O)OC,sweet,sweet,flavor_db
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)CCN,CCC(C)C(NC(=O)CCN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
C[C@@H](C(C)O[C@H]1C(C([C@H](C(O1)CO)O)O)O)OC(CO)[C@@H](CO)O,CC(OC(CO)C(O)CO)C(C)OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CCCCCOC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],CCCCCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],sweet,sweet-like,flavor_db
CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)O)N,CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O)O)O,CCOC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(C(C)C)N,CC(C)CC(NC(=O)C(N)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
COC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)[CH]O)O)O)N,Nc1ncnc2c1ncn2C1OC([CH]O)C(O)C1O,sweet,sweet-like,flavor_db
CCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)OC)O)O)O)O,CCCC(=O)OCC1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(OC)c4)oc3c2)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C1=CC(=CC=C1C(CC(=O)O)C(=O)O)[N+](=O)[O-],O=C(O)CC(C(=O)O)c1ccc([N+](=O)[O-])cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC1[C@H](C([C@@H]([C@@H](O1)OC[C@H]([C@H](C(CO)O)O)O)O)O)O,CC1OC(OCC(O)C(O)C(O)CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
[B]1OP(=O)(O1)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O,Nc1ncnc2c1ncn2C1OC(COP2(=O)O[B]O2)C(O)C1O,sweet,sweet-like,flavor_db
